pH,Turbidity,TDS,Conductivity,Dissolved_Oxygen,COD,BOD,Nitrate,Nitrite,Ammonia,Chlorine_Residual,Lead,Mercury,Arsenic,Cadmium,Coliform_Bacteria,Fluoride,Hardness,TSS,Potability
6.61,0.17,1087.22,827.01,13.3,48.71,13.94,12,2.53,1.23,1.09,0.0065,0.0008,0.0338,0.0011,31,2.64,337.53,86.99,0
8.03,4.11,528.44,566.45,11.58,36.88,6.1,15.03,0.6,2.93,3.71,0.0111,0.0013,0.0391,0.0031,85,1.69,373.72,141.14,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.51,0.98,461.35,266.06,8.21,26.57,13.91,17.54,0.94,0.62,1.4,0.0016,0.0005,0.0277,0.001,147,0.74,11.53,117.8,0
7.74,2.42,512.12,1381.89,13.46,9.91,3.49,5.01,2.88,0.49,0.83,0.0072,0.0001,0.021,0.0056,157,2.72,23.85,32.02,0
5.69,1.26,242.83,551.65,5.07,7.93,6.9,46.87,1.52,0.28,2.65,0.0154,0.0019,0.0079,0.0074,189,0.99,136.06,59.5,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
5.57,3.87,1019.81,812.45,5.98,35.43,6.29,31.42,0.66,3.35,2.33,0.0165,0.0008,0.0213,0.0092,14,2.89,13.95,11.41,0
6.39,0.73,1192.88,1730.2,2.37,19.42,12.03,31.2,1.78,1.24,2.91,0.0069,0.0019,0.0088,0.0088,127,0.71,190.43,111.47,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.32,1.15,1027.94,943.64,5.01,21.88,10.9,47.64,0.03,0.65,0.11,0.0127,0.0016,0.0332,0.0065,7,2.85,208.07,50.3,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.47,3.9,716.96,402.3,9.45,35.05,3.72,7.19,2.31,0.5,3.74,0.0128,0.0013,0.0127,0.0028,17,1.9,496.69,83.12,0
6.73,2.93,830.27,1518.8,10.25,48.26,5.08,39.48,2.75,4.36,1.61,0.0078,0.0013,0.0223,0.0017,149,2.62,278.05,13.48,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.67,3.06,324.56,1985.75,4.7,14.67,14.69,7.5,1.22,3.16,2.06,0.0067,0.0004,0.0308,0.0074,140,2.56,87.91,90.59,0
7,1.6,414.24,1680.55,10.64,48.44,1.22,46.82,1.02,4.65,1.19,0.0008,0.0013,0.0393,0.0059,169,1.02,141.39,58.71,0
6.27,1.9,998.7,342.44,11.72,9.23,13.57,38.35,1.48,4.88,0.19,0.0139,0.0007,0.0034,0.0068,40,0.18,36.48,48.89,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
5.63,3.04,759.02,689.18,5.73,39.55,4.47,23.25,0.79,3.62,1.06,0.0043,0.0015,0.0258,0.0016,49,1.69,223.44,18.75,0
7.44,1.28,844.72,1610.68,13.96,5.89,11.64,28.48,2.18,3.48,3.57,0.017,0.0009,0.0483,0.0076,82,1.23,472.57,121.26,0
7.51,0.65,50.94,1982.84,6.62,21.61,12.17,29.02,1.69,4.67,3.08,0.0109,0.0015,0.0068,0.0009,101,2.7,194.71,94.6,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
6.43,1.49,67.15,1297.54,10.2,20.67,3.89,14.56,2.62,2.76,0.53,0.0187,0.0019,0.0353,0.0022,101,2.83,454.28,15.88,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
6.18,2,931.54,216.54,9.66,47.06,6.89,25.77,0.91,0.35,1.92,0.0001,0.0014,0.0164,0.0075,5,1.15,254.25,139.65,0
5.54,2.31,1117.4,1245.35,3.11,28.75,10.83,11.08,2.19,1.49,0.62,0.0116,0.0015,0.0391,0.0024,22,2.45,456.22,63.31,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.96,4.31,471.91,829.69,12.67,15.51,6.99,32.91,1.84,0.2,1.75,0.0071,0.0018,0.0462,0.0059,189,2.02,21.52,37.48,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.76,1.44,1092.83,1296.98,9.7,9.31,1.48,47.06,1.06,1.39,3.03,0.0182,0.0007,0.0003,0.0068,170,0.47,97.46,27.67,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
5.79,2.1,132.81,1427.09,5.72,27.48,12.1,13.61,1.03,3.86,1.46,0.0058,0.001,0.0035,0.0022,27,1.7,159.2,60,0
6.75,1.32,176.65,1269.67,8.41,15.54,11.93,47.23,0.82,4.5,2.12,0.001,0.001,0.0457,0.001,130,2.86,163.35,15.28,0
7.68,2.69,303.1,1767.92,12.3,21.17,10.57,10.21,1.08,1.47,2.62,0.0064,0.001,0.0311,0.003,16,1.64,408.31,49.54,0
6.06,2.27,370.97,992.01,6.17,19.57,6.28,8.91,2.43,3.83,0.49,0.0073,0.0008,0.0122,0.0074,194,1.58,309.29,54.89,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
6.75,3.26,382.01,1211.28,12.86,36.65,11.53,22.04,1.58,0.17,1.42,0.0058,0.0016,0.0326,0.0086,188,2.76,243.05,117.8,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.53,0.48,87.9,1554.32,8.24,46.56,14.24,49.78,1.15,0.18,1.11,0.0074,0.0004,0.0378,0.0091,107,2.89,166.83,120.07,0
8.09,2.51,958.26,1996.65,5.58,6.15,10.89,10.21,1.14,2.38,1.95,0.007,0.002,0.0041,0.0007,196,2.15,492.5,43.6,0
8.71,2.62,372.91,1070.39,13.47,47.43,2.73,37.08,1.26,0.42,2.83,0.0095,0.0015,0.0037,0.009,58,1.53,346.13,3.43,0
7.66,1.09,473.61,582.04,13.09,16.04,11.82,43.03,2.41,4.41,3.54,0.0158,0.0019,0.0061,0.003,50,0.51,441.26,77.7,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.06,2.08,690.73,1347.42,11.54,5.33,5.72,12.21,2.95,4.78,3.46,0.0079,0,0.0242,0.0011,184,2.57,26.44,21.2,0
7.78,3.83,656.27,939.53,2.57,15.39,4.09,29.9,2.13,3.95,0.17,0.0072,0.0002,0.0461,0.0072,16,2.77,497.82,5.63,0
7.73,1.94,310.22,180.84,9.9,33.84,5.58,36.11,1.2,4.08,2.97,0.0139,0.0019,0.0496,0.0014,169,0.25,129.56,46.07,0
7.53,3.97,1187.62,1922.92,6.48,27.05,4.15,3.72,2.32,4.09,2.31,0.0068,0.0018,0.0298,0.0052,49,1.08,159.61,95.47,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
6.99,2.11,1086.4,1393.17,6.23,46.07,11.74,25.78,0.23,3.54,3.14,0.0126,0.0004,0.0378,0.0057,169,1,315.78,3.31,0
6.07,3.84,690.67,1479.69,8.86,20.24,9.82,43.77,1.73,0.03,2.52,0.0144,0.001,0.0494,0.0024,94,0.06,160.14,18.85,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.3,3.85,136.06,883.67,11.2,43.16,9.13,15.29,1.14,0.17,3.67,0.0124,0.0001,0.0326,0.0046,133,0.06,459.52,40.63,0
8.29,2.06,469.14,1517.87,3.48,43.95,10.91,40.17,1.69,0.79,0.32,0.0137,0.0006,0.0407,0.0017,167,2.87,398.64,29.52,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.69,1.74,351.56,116.11,4.12,9.39,7.3,41.4,1.73,0.1,2.47,0.0131,0.0015,0.0444,0.0001,185,0.82,261.44,77.21,0
7.15,0.91,176.03,664.27,7.9,36.74,12.33,4.87,0.73,0.31,1.48,0.0133,0.0005,0.0171,0.0027,12,1.84,395.63,42.54,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.67,0.72,342.04,1094.09,11.66,24.38,7.94,29.73,2.32,3.81,1.52,0.0098,0.0009,0.038,0.0033,56,1.49,304.75,147.13,0
7.64,3.58,777.06,1836.97,10.95,16.9,13.15,25.92,2.36,0.76,1.74,0.0022,0.0007,0.0169,0.0026,65,1.33,161.52,21.79,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
6.22,2.85,1173.67,1781.11,6.52,29.22,3.91,16.61,0.66,0.52,2.19,0.0085,0.0017,0.0307,0.0057,2,1.13,369.7,128.08,0
7.24,4.43,1105.3,164.68,12.55,6.11,13.77,19.53,1.15,0.42,0.75,0.0179,0,0.0311,0.0091,196,2.06,262.81,27.78,0
8.21,0.48,1120.99,1643.61,2.05,39.82,5.09,18.67,2.28,2.62,2.91,0.0196,0.0013,0.049,0.0095,54,0.28,124.47,71.22,0
6.55,3.34,584.66,1181.43,8.11,22.8,1.21,38.14,2.22,0.39,0.37,0.0195,0.001,0.0409,0.0082,146,1.41,362.48,116,0
5.68,4.55,467.2,1330.38,6.98,33.13,4.28,48.03,0.75,3.78,3.42,0.0134,0.0001,0.0448,0.0079,71,2.36,181.95,113.11,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.42,2.04,1001.81,1262.95,13.35,43.84,3.6,8.03,1.53,1.52,1.46,0.007,0.0013,0.0242,0.0075,76,2.94,24.59,135.88,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.22,1.29,992.39,186.66,6.8,22.23,5.5,34.21,0.91,2.2,1.72,0.016,0.0005,0.0081,0.0086,122,1.27,423.61,141.58,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.92,0.05,452.62,1179.4,4.97,47.91,13.34,24.94,1.17,2.99,3.34,0.0186,0.0009,0.0198,0.0044,184,1.49,201.21,12.06,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.89,3.65,389.66,1511.19,13.62,14.35,13.3,37.51,0.45,2,3.11,0.0107,0.0005,0.0201,0.0004,29,1.16,48.3,108.86,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.02,1.71,893.65,216.42,13.05,32.63,3.66,36.05,1.16,2.36,2.54,0.0082,0.0012,0.021,0.0086,76,2.69,433.36,81.99,0
7.28,4.44,529.35,1497.22,5.18,23.9,11.57,15.52,1.8,2.76,2.8,0.0055,0.0014,0.0445,0.0032,56,1.36,498.89,64.58,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.32,3.22,367.69,166.86,4.25,8.68,14.82,42.52,0.98,0.75,2.73,0.0182,0.0001,0.0454,0.0034,195,2.49,57.05,39.2,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.09,2.29,1198.47,997.08,3.01,18.81,3.86,48.2,2.16,1.26,3.56,0.0107,0.0001,0.038,0.0096,48,1.32,114.54,147.91,0
6.26,0.54,1143.98,673.77,3.85,14.49,11.74,40.39,1.54,4.52,1.93,0.0102,0.0007,0.0355,0.0049,165,2.7,479.11,35.39,0
8.22,4.97,187.84,1864.65,2.36,5.09,6.69,23.07,2.06,0.37,1.91,0.0099,0.0001,0.0337,0.0031,70,1.77,113.3,104.68,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.06,2.22,63.82,255.66,10.47,39.12,10.49,20.52,2.65,1.06,0.56,0.0063,0.001,0.0053,0.0055,30,0.57,114.96,3.6,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.38,3.38,801.96,1222.05,5.6,13.72,1.28,40.58,1.95,0.09,2.2,0.0145,0.0007,0.0198,0.0009,64,0.69,147.49,45.3,0
7.39,2.35,243.85,1096.1,2.01,34.44,10.25,18.71,0.98,1.25,3.5,0.0142,0.0011,0.0204,0.0033,161,0.34,327.69,17.38,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.92,1.14,374.37,182.3,6.69,11.54,10.97,2.32,0.42,3.3,0.35,0.0059,0.0003,0.009,0.0097,114,0.38,467.93,3.18,0
6.39,1.66,1091.01,631.25,9.2,14.5,3.39,41.71,2.29,0.24,3,0.014,0.0003,0.0299,0.0054,38,1.67,357.18,49.12,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.33,1.31,804.2,1212.31,11.67,29.55,4.76,33.29,1.25,2.02,1.3,0.0078,0.0017,0.0224,0.0026,101,0.15,181.33,96.28,0
7.88,3.08,1067.9,252.5,13.34,21.49,12.75,24.23,1.62,1.18,2.28,0.0105,0.0017,0.0387,0.0091,88,1.77,75.61,81.7,0
8.6,0.11,891.34,1788.51,7.61,19.24,3.12,8.98,0.82,1.8,2.86,0.0133,0.0014,0.0314,0.0026,16,1.89,16.17,79.44,0
8.52,1.62,657.13,841.07,5.43,13.57,11.57,21.08,2.67,4.58,1.3,0.0063,0.0012,0.0378,0.0042,52,1.59,12.59,79.62,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
5.59,1.48,826.4,1597.31,3.21,48.08,1.67,6.62,1.92,3.3,2.05,0.0025,0.001,0.0385,0.0017,97,0.87,263.6,125.3,0
6.09,4.21,971.8,706.77,4.16,15.8,10.77,26.03,1.48,1.2,2.99,0.0172,0.0012,0.0398,0.0075,80,1.01,438.55,149.74,0
7.43,3.75,260.83,657.53,12.17,31.14,1.17,42.7,1.66,4.4,0.89,0.0132,0.001,0.0337,0.0093,53,0.69,345.48,89.26,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
6.7,0.01,835.39,317.18,9.86,44.56,2.53,35.36,1.56,4.87,3.21,0.0085,0.0008,0.0345,0.0058,193,2.69,135,98.96,0
6.18,3.14,143.76,983.35,8.15,9.59,1.32,24.44,0.52,4.08,0.41,0.0186,0.0019,0.0114,0.0001,197,1.89,196.8,2.64,0
7.69,3.78,791.02,1965.07,7.34,47.11,8.85,13.89,1.64,0.11,1.34,0.0009,0.001,0.0074,0.0033,161,1.81,446.75,142.91,0
6.33,0.76,809.47,354.03,6.42,37.47,1.56,1.76,0.96,3.13,3.37,0.02,0.0015,0.0414,0.0068,38,1.96,258.25,123.2,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
7.73,4.83,1176.81,873.79,11.65,36.3,1.01,28.25,0.18,4.65,1.38,0.0187,0.0006,0.0391,0.0028,149,0.58,108.46,78.4,0
7.63,4.03,971.38,939.55,3.09,29.39,13.03,1.35,2.49,3.44,2.61,0.0177,0.0009,0.0375,0.0078,5,2.33,186.43,108.2,0
6.22,3.5,757.45,1276.46,11.53,27.6,14.79,33.85,2.83,3.41,0.72,0.0029,0.0012,0.0472,0.0054,57,0.68,442.47,21.6,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.94,2.8,1136.79,1754.17,13.94,26.97,14.56,33.16,2.54,1.31,2.05,0.0065,0.0014,0.0064,0.0061,47,1.1,151.5,64.08,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
5.93,0.1,727.77,1187.42,2.77,23.11,4.22,30.87,1.45,3.9,0.18,0.011,0.0018,0.0499,0.0023,136,0.06,301.57,81.1,0
7.1,2.26,916.75,286.01,5.24,11.57,13.05,35.71,2.34,2.19,3.19,0.0079,0.0007,0.046,0.0088,0,0.45,199.48,117.92,0
6.58,3.47,543.89,1992.6,7.07,35,2.84,48.51,2.58,3.66,2.75,0.0025,0.0001,0.0249,0.006,109,1.36,394.55,108.85,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
5.72,2.53,226.69,1651.17,9.73,5.41,6.32,47.41,1.84,0.13,2.12,0.009,0.0011,0.0181,0.0083,47,1.21,312.31,100.25,0
8.52,3.75,1185.39,1164.34,9.34,46.99,7.87,4.35,1.28,0.88,1.19,0.0035,0.0016,0.0478,0.0079,173,2.73,312.98,33.57,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.96,0.29,477.75,106.39,10.31,42.88,13.32,21.23,1.64,0.19,3.01,0.0053,0.0008,0.0382,0.005,4,1.45,99.48,59.85,0
6.98,2.97,907.15,1271.83,12.87,11.52,13.19,7.18,1.47,4.51,3.52,0.0028,0.0001,0.0423,0.0084,2,2.94,396.78,126.03,0
7.48,1.64,199.27,345.54,2.5,43.9,8.32,7.64,0.84,0.45,1.2,0.0091,0.0001,0.0031,0.0036,120,0.85,242.21,15.53,0
8.74,0.64,217.92,739.9,6,37.07,8.84,41.7,1.47,4.81,3.1,0.0115,0.0013,0.0191,0.003,75,2.93,72.97,54.17,0
8.73,4.97,738.47,1412.16,7.19,6,2.45,9.02,1.39,2.58,1.45,0.0014,0.0016,0.0493,0.0001,78,2.52,312.85,85.86,0
7.1,4.87,451.34,185.53,12.58,28.85,11.87,7.94,0.86,1.96,0.67,0.0132,0.0012,0.0477,0.0068,111,0.05,270.88,42.36,0
7.43,1.91,1166.73,1750.69,5.11,47.49,4.56,42.44,2.52,3.07,2.21,0.0091,0.0014,0.0189,0.0093,35,0.3,100.75,67.12,0
7.88,4.93,1190.29,784.1,12.76,21.35,10.99,45.11,0.59,1.04,3.15,0.0091,0.0016,0.0148,0.0003,176,1.77,219.1,67.39,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.05,2.82,675.27,245.36,8.84,18.73,7.27,21.71,1.64,3.23,3.51,0.0189,0.0019,0.0006,0.0059,108,0.74,342.34,5.2,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,1.07,639.21,1491.15,5.97,48.16,3.33,32.32,2.78,4.71,0.63,0.0065,0.0011,0.0036,0.009,81,0.18,325.4,40.43,0
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.01,0.33,317.89,1719.14,10.01,34.39,7.88,39.86,1.36,3.28,0.25,0.0041,0.0008,0.0248,0.0021,0,1.34,215.09,8.13,1
8.99,4.47,1035.25,359.26,5.67,28.43,1.24,21.58,2,1.19,3.32,0.0129,0.0009,0.0308,0.0061,3,2.47,81.9,149.63,0
7.97,1.54,335.39,753.37,12,5.22,3.19,31.41,1.72,4.75,2.21,0.0042,0.0001,0.0284,0.0048,175,2.86,195.19,35.83,0
5.52,2.15,836.32,1153.57,6.82,23.76,7.18,26.16,1.11,0.97,0.42,0.0034,0.0017,0.012,0.0019,34,1.03,231.67,132.26,0
